dependent_feature,independent_feature,beta,t_statistic,p,n,q
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_veillonellaceae_phascolarctobacterium,0.06248103728858494,1.1107911132074284,0.2667491692949035,2943.0,0.43865418950717466
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_faecalibacterium,0.33611853881627546,3.32278649712114,0.000900247101200129,3560.0,0.004297953902503842
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_porphyromonadaceae_parabacteroides,0.4281558507754779,5.588306980090679,2.467125685909679e-08,3525.0,3.0427883459552703e-07
sleep_awakeningsCount,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae_coprobacillus,-0.15861019558177825,-1.6045209945611825,0.10870970973932237,2864.0,0.22494624114729617
sleep_awakeningsCount,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae_holdemania,0.5136762973323881,4.125588624881311,3.789608729505249e-05,3290.0,0.00026707718665084615
sleep_awakeningsCount,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.47753951327132904,4.2212843333157055,2.499285143786853e-05,3089.0,0.00018191518095760044
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_odoribacteraceae_odoribacter,0.25343728020979456,2.6205469422725205,0.008824965596529495,2888.0,0.0315990703617669
sleep_awakeningsCount,bacteria_verrucomicrobia_verrucomicrobiae_verrucomicrobiales_verrucomicrobiaceae_akkermansia,-0.024212749734567038,-0.4190262986513582,0.6752266733747951,3029.0,0.8187700167128495
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae_smb53,-0.5479785856287568,-7.354554013061864,2.397308519057097e-13,3350.0,6.2612057791844185e-12
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_lachnobacterium,0.04210424099869898,0.6127835747419443,0.5400692001860297,2806.0,0.7073472710401096
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_anaerotruncus,0.6749238603016023,6.3613269320919,2.2867929410887382e-10,3185.0,4.230566941014166e-09
sleep_awakeningsCount,bacteria_proteobacteria_deltaproteobacteria_desulfovibrionales_desulfovibrionaceae_bilophila,-0.07166404330384071,-0.7798001346754294,0.4355722285101997,2902.0,0.6238518369629957
sleep_awakeningsCount,bacteria_proteobacteria_gammaproteobacteria_enterobacteriales_enterobacteriaceae,0.1560670221896109,2.440876242517017,0.014707099193964322,3115.0,0.048014353250883525
sleep_awakeningsCount,bacteria_firmicutes_bacilli_lactobacillales_streptococcaceae,-0.33755974238490405,-3.7155606765308162,0.00020594678021827755,3477.0,0.0012031627686436214
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_tissierellaceae,-0.1876113771857787,-1.4805049309731202,0.13886097906877762,2578.0,0.2653206607924267
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae,-0.1329926197201598,-0.5412885936200482,0.5883425986920222,3560.0,0.7567568491341974
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_prevotellaceae,0.07951186708293925,1.8130202968939348,0.06991825969196809,3351.0,0.15838626175119302
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae,1.3576879635166128,5.054930255916262,4.5227187394874427e-07,3560.0,4.4624158229609435e-06
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_unclassified,0.40814401491017394,1.9544412519757812,0.05072734020231855,3560.0,0.1224072774447252
sleep_awakeningsCount,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae,-0.4722800988881686,-4.882572719184571,1.0932385322571147e-06,3557.0,1.011245642337831e-05
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae,-0.9095948083690294,-8.491860521621934,2.946989515664312e-17,3558.0,1.1895121317772313e-15
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_christensenellaceae,0.052876308269346424,0.6863135037072461,0.4925625951669701,3379.0,0.6708521234789409
sleep_awakeningsCount,bacteria_actinobacteria_actinobacteria_bifidobacteriales_bifidobacteriaceae,-0.11311121516754336,-1.9593278243810188,0.05015710156658751,3360.0,0.12236128074486184
sleep_awakeningsCount,bacteria_firmicutes_bacilli_lactobacillales_lactobacillaceae,-0.16077658090120078,-1.9042479984989804,0.05698000080072771,2813.0,0.13315326502906896
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_veillonellaceae,0.04005508269169382,0.4144000336518204,0.6786062441411604,3549.0,0.8187700167128495
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_peptostreptococcaceae,-0.4305013422901049,-6.078006069200083,1.3553743262365874e-09,3315.0,2.3145623109578647e-08
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_bacteroidaceae,0.6932925945884537,5.96354982486325,2.709459507402055e-09,3560.0,4.0100000709550416e-08
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_porphyromonadaceae,0.44944592763212343,5.76019903063516,9.121012837743287e-09,3532.0,1.2271908181690968e-07
sleep_awakeningsCount,bacteria_actinobacteria_actinobacteria_actinomycetales_actinomycetaceae,-1.2184009540733056,-10.055517985964405,1.9579217004301154e-23,3145.0,2.173293087477428e-21
sleep_awakeningsCount,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae,0.5168486381381244,3.781044156787492,0.00015873866140391345,3559.0,0.001013292175970012
sleep_awakeningsCount,bacteria_proteobacteria_deltaproteobacteria_desulfovibrionales_desulfovibrionaceae,-0.0005376306496102379,-0.006352315343074606,0.9949320280886012,3108.0,0.9964231169245692
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_rikenellaceae,0.24066275057522776,2.846197653933931,0.00445012978097313,3517.0,0.017641585917429193
sleep_awakeningsCount,bacteria_proteobacteria_gammaproteobacteria_pasteurellales_pasteurellaceae,-0.07854825592716097,-0.9029720481925422,0.366620716756188,2724.0,0.5574643775333817
sleep_awakeningsCount,bacteria_proteobacteria_betaproteobacteria_burkholderiales_alcaligenaceae,0.06685767433944881,0.9606737679001446,0.3367843965784756,3412.0,0.5246746388801514
sleep_awakeningsCount,bacteria_firmicutes_clostridia_clostridiales_mogibacteriaceae,0.10211142977859039,0.819288575314084,0.4126782335636977,3464.0,0.6047166194794779
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_odoribacteraceae,0.10130257597333946,1.1334459469927514,0.25711450691602383,3111.0,0.43036959671933134
sleep_awakeningsCount,bacteria_bacteroidetes_bacteroidia_bacteroidales_barnesiellaceae,-0.02415887810971988,-0.41719587080210624,0.6765670380551732,2813.0,0.8187700167128495
sleep_awakeningsCount,bacteria_verrucomicrobia_verrucomicrobiae_verrucomicrobiales_verrucomicrobiaceae,-0.024212749734567038,-0.4190262986513582,0.6752266733747951,3029.0,0.8187700167128495
sleep_efficiency,bacteria_firmicutes_bacilli_lactobacillales_streptococcaceae_streptococcus,-0.018243946582162607,-0.8169029358124352,0.41404357376392975,3266.0,0.6047215353657395
